gfx,cu_num,token,model_dim,inter_dim,expert,topk,act_type,dtype,q_dtype_a,q_dtype_w,q_type,use_g1u1,doweight_stage1,block_m,ksplit,us1,kernelName1,err1,us2,kernelName2,err2,us,run_1stage,xbf16,flat,tflops,bw,_tag
gfx950,256,1,7168,512,384,6,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,12.0719,flydsl_moe1_afp8_wfp4_bf16_t32x64x256_w4_gui_kw4_fp8,0.0%,8.8572,flydsl_moe2_afp8_wfp4_bf16_t32x256x256_reduce_bnt2_persist,0.0%,20.9291,0,0,0,6.31,202009.64,
gfx950,256,2,7168,512,384,6,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,13.1756,flydsl_moe1_afp8_wfp4_bf16_t32x64x256_w4_gui_kw4_fp8,0.0%,11.2677,flydsl_moe2_afp8_wfp4_bf16_t32x128x256_reduce_bnt2,0.0%,24.4433,0,0,0,10.81,172967.7,
gfx950,256,4,7168,512,384,6,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,19.1182,flydsl_moe1_afp8_wfp4_bf16_t32x64x256_w4_gui_xcd4_kw2_fp8,0.0%,14.5564,flydsl_moe2_afp8_wfp4_bf16_t32x256x256_reduce,0.0%,33.6746,0,0,0,15.69,125552.92,
gfx950,256,8,7168,512,384,6,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,31.838,flydsl_moe1_afp8_wfp4_bf16_t32x64x256_w4_gui_fp8,0.0%,22.5319,flydsl_moe2_afp8_wfp4_bf16_t32x256x256_reduce_bnt2_persist,0.0%,54.3699,0,0,0,19.44,77764.18,
gfx950,256,16,7168,512,384,6,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,57.1637,flydsl_moe1_afp8_wfp4_bf16_t32x128x256_w4_gui_fp8,0.0%,35.2367,flydsl_moe2_afp8_wfp4_bf16_t32x256x256_reduce_bnt2_persist,0.0%,92.4004,0,0,0,22.88,45759.57,
gfx950,256,32,7168,512,384,6,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,115.8571,flydsl_moe1_afp8_wfp4_bf16_t32x128x256_w4_gui_fp8,0.0%,62.9204,flydsl_moe2_afp8_wfp4_bf16_t32x256x256_atomic_bnt2_xcd4,0.0%,178.7775,0,0,0,23.65,23652.57,
gfx950,256,64,7168,512,384,6,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,227.1174,flydsl_moe1_afp8_wfp4_bf16_t32x128x256_w3_gui_fp8,0.0%,117.4534,flydsl_moe2_afp8_wfp4_bf16_t32x256x256_atomic_bnt2_xcd4_persist,0.0%,344.5708,0,0,0,24.54,12273.92,
gfx950,256,128,7168,512,384,6,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,227.2285,flydsl_moe1_afp8_wfp4_bf16_t64x128x256_w2_gui_fp8,0.0%,117.4355,opus_moe2_afp8_wfp4_fp8_t64x256x256_sbm64_rbn3584,0.0%,344.664,0,0,49.07,12274.59,
gfx950,256,256,7168,512,384,6,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,226.7966,flydsl_moe1_afp8_wfp4_bf16_t32x128x256_w3_gui_fp8,0.0%,125.8372,flydsl_moe2_afp8_wfp4_bf16_t16x128x256_atomic_bnt2_sbm32,0.0%,352.6338,0,0,0,95.91,12004.98,
gfx950,256,512,7168,512,384,6,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,222.705,flydsl_moe1_afp8_wfp4_bf16_t32x128x256_w4_gui_fp8,0.0%,118.3831,opus_moe2_afp8_wfp4_fp8_t32x256x256_sbm32_occ5_rbn2304,0.0%,341.0881,0,0,198.32,12427.49,
gfx950,256,1024,7168,512,384,6,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,227.2105,flydsl_moe1_afp8_wfp4_bf16_t32x128x256_w3_gui_fp8,0.0%,127.8035,opus_moe2_afp8_wfp4_fp8_t32x256x256_sbm32_occ4_rbn2240,0.0%,355.014,0,0,381.09,11971.02,
gfx950,256,2048,7168,512,384,6,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,239.578,flydsl_moe1_afp8_wfp4_bf16_t32x128x256_w2_gui_fp8,0.0%,146.1037,opus_moe2_afp8_wfp4_fp8_t32x256x256_sbm32_occ4_rbn2240,0.0%,385.6817,0,0,701.57,11076.23,
gfx950,256,4096,7168,512,384,6,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,264.4657,flydsl_moe1_afp8_wfp4_bf16_t64x256x256_w3_gui_fp8,0.0%,200.2585,opus_moe2_afp8_wfp4_fp8_t64x256x256_sbm64_rbn3072,0.0%,464.7242,0,0,1164.49,9287.1,
gfx950,256,8192,7168,512,384,6,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,436.164,flydsl_moe1_afp8_wfp4_bf16_t64x128x256_w4_bnt0_gui_fp8,0.0%,381.7505,opus_moe2_afp8_wfp4_fp8_t64x256x256_sbm64_rbn3584,0.0%,817.9145,0,0,1323.28,5384.45,
gfx950,256,16384,7168,512,384,6,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,707.5686,flydsl_moe1_afp8_wfp4_bf16_t64x256x256_w2_bnt0_gui_fp8,0.0%,744.0072,opus_moe2_afp8_wfp4_fp8_t64x256x256_sbm64_rbn3072,0.0%,1451.5758,0,0,1491.25,3155.32,
gfx950,256,32768,7168,512,384,6,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,1303.7752,flydsl_moe1_afp8_wfp4_bf16_t64x256x256_w4_bnt0_gui_fp8,0.0%,1497.3664,opus_moe2_afp8_wfp4_fp8_t64x256x256_sbm64_rbn3584,0.0%,2801.1416,0,0,1545.56,1760.89,
gfx950,256,1,7168,768,384,6,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,18.7827,flydsl_moe1_afp8_wfp4_bf16_t32x128x256_w4_gui_xcd4_fp8,0.0%,9.3533,flydsl_moe2_afp8_wfp4_bf16_t32x128x256_atomic_bnt2_persist,0.0%,28.136,0,0,0,7.04,225398.39,
gfx950,256,2,7168,768,384,6,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,21.1768,flydsl_moe1_afp8_wfp4_bf16_t32x128x256_w4_gui_fp8,0.0%,13.128,flydsl_moe2_afp8_wfp4_bf16_t32x128x256_atomic_bnt2_persist,0.0%,34.3048,0,0,0,11.55,184867.15,
gfx950,256,4,7168,768,384,6,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,25.4114,flydsl_moe1_afp8_wfp4_bf16_t32x64x256_w4_gui_fp8,0.0%,18.2156,flydsl_moe2_afp8_wfp4_bf16_t32x256x256_atomic_bnt2_persist,0.0%,43.627,0,0,0,18.17,145365.8,
gfx950,256,8,7168,768,384,6,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,51.6497,flydsl_moe1_afp8_wfp4_bf16_t32x128x256_w4_gui_fp8,0.0%,29.1281,flydsl_moe2_afp8_wfp4_bf16_t32x256x256_atomic_bnt2_persist,0.0%,80.7778,0,0,0,19.63,78511.17,
gfx950,256,16,7168,768,384,6,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,88.9169,flydsl_moe1_afp8_wfp4_bf16_t32x128x256_w4_gui_fp8,0.0%,49.6872,flydsl_moe2_afp8_wfp4_bf16_t32x128x256_atomic_bnt2_persist,0.0%,138.6041,0,0,0,22.88,45757.17,
gfx950,256,32,7168,768,384,6,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,170.2974,flydsl_moe1_afp8_wfp4_bf16_t32x128x256_w3_gui_fp8,0.0%,91.4564,flydsl_moe2_afp8_wfp4_bf16_t32x128x256_atomic_bnt2_xcd4,0.0%,261.7538,0,0,0,24.23,24230.69,
gfx950,256,64,7168,768,384,6,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,336.9403,flydsl_moe1_afp8_wfp4_bf16_t32x128x256_w4_gui_fp8,0.0%,171.6227,flydsl_moe2_afp8_wfp4_bf16_t32x128x256_atomic_bnt2_xcd4_persist,0.0%,508.563,0,0,0,24.94,12472.72,
gfx950,256,128,7168,768,384,6,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,338.3001,flydsl_moe1_afp8_wfp4_bf16_t32x128x256_w3_gui_fp8,0.0%,173.9982,flydsl_moe2_afp8_wfp4_bf16_t32x128x256_atomic_bnt2_persist,0.0%,512.2983,0,0,0,49.52,12384.46,
gfx950,256,256,7168,768,384,6,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,337.8278,flydsl_moe1_afp8_wfp4_bf16_t32x128x256_w4_gui_fp8,0.0%,181.1126,flydsl_moe2_afp8_wfp4_bf16_t32x128x256_atomic_bnt2,0.0%,518.9404,0,0,0,97.77,12231.26,
gfx950,256,512,7168,768,384,6,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,340.4637,flydsl_moe1_afp8_wfp4_bf16_t32x128x256_w3_gui_fp8,0.0%,189.2583,flydsl_moe2_afp8_wfp4_bf16_t32x128x256_atomic_bnt2_persist,0.0%,529.722,0,0,0,191.55,11992.7,
gfx950,256,1024,7168,768,384,6,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,344.8534,flydsl_moe1_afp8_wfp4_bf16_t32x128x256_w4_gui_fp8,0.0%,206.3373,flydsl_moe2_afp8_wfp4_bf16_t32x256x256_atomic_bnt2,0.0%,551.1907,0,0,0,368.18,11545.56,
gfx950,256,2048,7168,768,384,6,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,361.5763,flydsl_moe1_afp8_wfp4_bf16_t32x128x256_w3_gui_fp8,0.0%,227.7138,flydsl_moe2_afp8_wfp4_bf16_t32x256x256_atomic_bnt2_persist,0.0%,589.2901,0,0,0,688.75,10836.48,
gfx950,256,4096,7168,768,384,6,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,386.6537,flydsl_moe1_afp8_wfp4_bf16_t64x256x256_w3_gui_fp8,0.0%,312.8577,flydsl_moe2_afp8_wfp4_bf16_t64x256x256_atomic_bnt2,0.0%,699.5114,0,0,0,1160.45,9191.94,
gfx950,256,8192,7168,768,384,6,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,511.3611,flydsl_moe1_afp8_wfp4_bf16_t128x256x256_w3_gui_fp8,0.0%,585.9543,flydsl_moe2_afp8_wfp4_bf16_t64x128x256_atomic_persist_sbm128,0.0%,1097.3154,0,0,0,1479.52,5939.9,
gfx950,256,16384,7168,768,384,6,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,948.5525,flydsl_moe1_afp8_wfp4_bf16_t128x256x256_bnt0_gui_fp8,0.0%,1042.6409,flydsl_moe2_afp8_wfp4_bf16_t64x256x256_reduce_sbm128,0.0%,1991.1934,0,0,0,1630.68,3361.86,
gfx950,256,32768,7168,768,384,6,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,1816.5035,flydsl_moe1_afp8_wfp4_bf16_t128x256x256_w2_bnt0_gui_fp8,0.0%,2029.9637,flydsl_moe2_afp8_wfp4_bf16_t64x256x256_reduce_sbm128,0.0%,3846.4672,0,0,0,1688.3,1831.92,
gfx950,256,1,7168,1536,384,6,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,20.4073,flydsl_moe1_afp8_wfp4_bf16_t32x128x256_w4_bnt0_gui_fp8,0.0%,13.8181,flydsl_moe2_afp8_wfp4_bf16_t32x128x256_atomic_bnt2_persist,0.0%,34.2254,0,0,0,11.58,370590.17,
gfx950,256,2,7168,1536,384,6,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,25.2827,flydsl_moe1_afp8_wfp4_bf16_t32x64x256_w3_gui_fp8,0.0%,17.86,flydsl_moe2_afp8_wfp4_bf16_t32x128x256_atomic_bnt2_persist,0.0%,43.1427,0,0,0,18.37,293992.22,
gfx950,256,4,7168,1536,384,6,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,50.5369,flydsl_moe1_afp8_wfp4_bf16_t32x64x256_w3_gui_fp8,0.0%,28.9978,flydsl_moe2_afp8_wfp4_bf16_t32x256x256_atomic_bnt2_persist,0.0%,79.5347,0,0,0,19.93,159473.3,
gfx950,256,8,7168,1536,384,6,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,86.816,flydsl_moe1_afp8_wfp4_bf16_t32x128x256_w3_gui_fp8,0.0%,49.1865,flydsl_moe2_afp8_wfp4_bf16_t32x128x256_atomic_bnt2_persist,0.0%,136.0025,0,0,0,23.31,93261.13,
gfx950,256,16,7168,1536,384,6,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,171.0799,flydsl_moe1_afp8_wfp4_bf16_t32x128x256_w4_gui_fp8,0.0%,90.8206,flydsl_moe2_afp8_wfp4_bf16_t32x256x256_atomic_bnt2_xcd4,0.0%,261.9005,0,0,0,24.21,48430.3,
gfx950,256,32,7168,1536,384,6,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,336.3454,flydsl_moe1_afp8_wfp4_bf16_t32x128x256_w4_gui_xcd4_fp8,0.0%,173.2903,flydsl_moe2_afp8_wfp4_bf16_t32x256x256_atomic_bnt2_xcd4,0.0%,509.6357,0,0,0,24.89,24888.88,
gfx950,256,64,7168,1536,384,6,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,673.3172,flydsl_moe1_afp8_wfp4_bf16_t32x64x256_w4_gui_fp8,0.0%,335.4652,flydsl_moe2_afp8_wfp4_bf16_t32x128x256_atomic_bnt2,0.0%,1008.7824,0,0,0,25.15,12574.52,
gfx950,256,128,7168,1536,384,6,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,690.1582,flydsl_moe1_afp8_wfp4_bf16_t32x128x256_w3_gui_xcd4_fp8,0.0%,342.4631,flydsl_moe2_afp8_wfp4_bf16_t32x256x256_atomic_bnt2_xcd4_persist,0.0%,1032.6213,0,0,0,49.13,12285.56,
gfx950,256,1,7168,512,385,7,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,18.3042,flydsl_moe1_afp8_wfp4_bf16_t32x128x256_w4_gui_fp8,0.0%,8.7352,flydsl_moe2_afp8_wfp4_bf16_t32x256x256_atomic,0.0%,27.0394,0,0,0,5.7,156767.16,
gfx950,256,2,7168,512,385,7,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,20.2251,flydsl_moe1_afp8_wfp4_bf16_t32x128x256_w2_gui_fp8,0.0%,12.4074,flydsl_moe2_afp8_wfp4_bf16_t32x256x256_atomic_xcd4,0.0%,32.6325,0,0,0,9.45,129898.46,
gfx950,256,4,7168,512,385,7,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,21.9888,flydsl_moe1_afp8_wfp4_bf16_t32x128x256_gui_fp8,0.0%,17.2479,flydsl_moe2_afp8_wfp4_bf16_t32x256x256_atomic_bnt2_xcd4,0.0%,39.2367,0,0,0,15.71,108035.45,
gfx950,256,8,7168,512,385,7,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,37.0281,flydsl_moe1_afp8_wfp4_bf16_t32x128x256_w2_gui_fp8,0.0%,25.8309,flydsl_moe2_afp8_wfp4_bf16_t32x128x256_atomic_bnt2_persist,0.0%,62.859,0,0,0,19.62,67437.29,
gfx950,256,16,7168,512,385,7,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,71.2231,flydsl_moe1_afp8_wfp4_bf16_t32x128x256_w2_gui_fp8,0.0%,41.8664,flydsl_moe2_afp8_wfp4_bf16_t32x128x256_atomic_bnt2,0.0%,113.0895,0,0,0,21.81,37485.47,
gfx950,256,32,7168,512,385,7,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,134.8852,flydsl_moe1_afp8_wfp4_bf16_t32x128x256_w3_gui_xcd4_fp8,0.0%,71.8893,flydsl_moe2_afp8_wfp4_bf16_t32x256x256_atomic_bnt2_xcd4_persist,0.0%,206.7745,0,0,0,23.85,20503.29,
gfx950,256,64,7168,512,385,7,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,232.2826,flydsl_moe1_afp8_wfp4_bf16_t32x128x256_w3_gui_xcd4_fp8,0.0%,119.2028,flydsl_moe2_afp8_wfp4_bf16_t32x256x256_atomic_bnt2_xcd4,0.0%,351.4854,0,0,0,28.07,12063.79,
gfx950,256,128,7168,512,385,7,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,233.1225,flydsl_moe1_afp8_wfp4_bf16_t32x128x256_w3_gui_fp8,0.0%,121.6478,flydsl_moe2_afp8_wfp4_bf16_t32x256x256_atomic_bnt2_xcd4,0.0%,354.7703,0,0,0,55.61,11955.96,
gfx950,256,256,7168,512,385,7,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,233.9255,flydsl_moe1_afp8_wfp4_bf16_t32x128x256_w4_gui_fp8,0.0%,127.8476,flydsl_moe2_afp8_wfp4_bf16_t32x256x256_atomic_bnt2_xcd4,0.0%,361.7731,0,0,0,109.07,11732.14,
gfx950,256,512,7168,512,385,7,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,236.6982,flydsl_moe1_afp8_wfp4_bf16_t32x128x256_w3_gui_fp8,0.0%,136.2029,flydsl_moe2_afp8_wfp4_bf16_t32x256x256_atomic_bnt2_persist,0.0%,372.9011,0,0,0,211.64,11396.8,
gfx950,256,1024,7168,512,385,7,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,242.7851,flydsl_moe1_afp8_wfp4_bf16_t32x128x256_w3_gui_fp8,0.0%,150.589,flydsl_moe2_afp8_wfp4_bf16_t32x256x256_atomic_bnt2_persist,0.0%,393.3741,0,0,0,401.25,10831.64,
gfx950,256,2048,7168,512,385,7,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,263.9999,flydsl_moe1_afp8_wfp4_bf16_t64x128x256_w4_gui_fp8,0.0%,194.4444,flydsl_moe2_afp8_wfp4_bf16_t64x256x256_atomic_bnt2,0.0%,458.4443,0,0,0,688.59,9342.27,
gfx950,256,4096,7168,512,385,7,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,334.0629,flydsl_moe1_afp8_wfp4_bf16_t128x256x256_w4_gui_fp8,0.0%,366.4308,flydsl_moe2_afp8_wfp4_bf16_t64x256x256_reduce_persist_sbm128,0.0%,700.4937,0,0,0,901.31,6177.0,
gfx950,256,8192,7168,512,385,7,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,561.1524,flydsl_moe1_afp8_wfp4_bf16_t64x256x256_w3_bnt0_gui_xcd4_fp8,0.0%,568.0007,flydsl_moe2_afp8_wfp4_bf16_t64x256x256_reduce_persist,0.0%,1129.1531,0,0,0,1118.29,3910.04,
gfx950,256,16384,7168,512,385,7,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,853.1494,flydsl_moe1_afp8_wfp4_bf16_t128x256x256_bnt0_gui_fp8,0.0%,1021.9686,flydsl_moe2_afp8_wfp4_bf16_t64x256x256_reduce_persist_sbm128,0.0%,1875.118,0,0,0,1346.82,2448.48,
gfx950,256,32768,7168,512,385,7,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,1534.5119,flydsl_moe1_afp8_wfp4_bf16_t64x256x256_w3_bnt0_gui_fp8,0.0%,1942.4954,flydsl_moe2_afp8_wfp4_bf16_t64x256x256_reduce_xcd4_persist,0.0%,3477.0073,0,0,0,1452.65,1421.77,
gfx950,256,1,7168,768,385,7,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,18.8043,flydsl_moe1_afp8_wfp4_bf16_t32x128x256_gui_fp8,0.0%,9.4455,flydsl_moe2_afp8_wfp4_bf16_t32x256x256_atomic_bnt2,0.0%,28.2498,0,0,0,8.18,225075.02,
gfx950,256,2,7168,768,385,7,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,21.5087,flydsl_moe1_afp8_wfp4_bf16_t32x128x256_gui_fp8,0.0%,14.1321,flydsl_moe2_afp8_wfp4_bf16_t32x256x256_atomic_bnt2,0.0%,35.6408,0,0,0,12.97,178400.76,
gfx950,256,4,7168,768,385,7,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,28.1243,flydsl_moe1_afp8_wfp4_bf16_t32x64x256_w4_gui_fp8,0.0%,21.5717,flydsl_moe2_afp8_wfp4_bf16_t32x256x256_atomic_bnt2,0.0%,49.696,0,0,0,18.61,127945.68,
gfx950,256,8,7168,768,385,7,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,55.3463,flydsl_moe1_afp8_wfp4_bf16_t32x128x256_w4_gui_fp8,0.0%,34.1503,flydsl_moe2_afp8_wfp4_bf16_t32x256x256_atomic_bnt2_persist,0.0%,89.4966,0,0,0,20.67,71047.11,
gfx950,256,16,7168,768,385,7,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,107.2338,flydsl_moe1_afp8_wfp4_bf16_t32x128x256_w2_gui_fp8,0.0%,56.6137,flydsl_moe2_afp8_wfp4_bf16_t32x128x256_atomic_bnt2,0.0%,163.8475,0,0,0,22.58,38808.32,
gfx950,256,32,7168,768,385,7,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,202.4158,flydsl_moe1_afp8_wfp4_bf16_t32x128x256_w4_gui_fp8,0.0%,104.4152,flydsl_moe2_afp8_wfp4_bf16_t32x128x256_atomic_bnt2_persist,0.0%,306.831,0,0,0,24.11,20724.73,
gfx950,256,64,7168,768,385,7,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,343.4994,flydsl_moe1_afp8_wfp4_bf16_t32x128x256_w4_gui_xcd4_fp8,0.0%,174.0693,flydsl_moe2_afp8_wfp4_bf16_t32x128x256_atomic_bnt2_persist,0.0%,517.5687,0,0,0,28.59,12287.6,
gfx950,256,128,7168,768,385,7,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,341.3169,flydsl_moe1_afp8_wfp4_bf16_t32x128x256_w3_gui_fp8,0.0%,176.7186,flydsl_moe2_afp8_wfp4_bf16_t32x128x256_atomic_bnt2_persist,0.0%,518.0355,0,0,0,57.13,12279.19,
gfx950,256,256,7168,768,385,7,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,345.9027,flydsl_moe1_afp8_wfp4_bf16_t32x128x256_w4_gui_fp8,0.0%,181.9902,flydsl_moe2_afp8_wfp4_bf16_t32x128x256_atomic_bnt2,0.0%,527.8929,0,0,0,112.13,12055.11,
gfx950,256,512,7168,768,385,7,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,344.7409,flydsl_moe1_afp8_wfp4_bf16_t32x128x256_w3_gui_fp8,0.0%,193.824,flydsl_moe2_afp8_wfp4_bf16_t32x256x256_atomic_bnt2_persist,0.0%,538.5649,0,0,0,219.81,11826.45,
gfx950,256,1024,7168,768,385,7,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fn,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,347.7917,flydsl_moe1_afp8_wfp4_bf16_t32x128x256_w4_gui_fp8,0.0%,208.5205,flydsl_moe2_afp8_wfp4_bf16_t32x256x256_atomic_bnt2,0.0%,556.3122,0,0,0,425.59,11468.96,
